Customer,"UCSB"
Date Range,12/01/2021 - 12/31/2021
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,12/01/2021 00:00,515,741,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 01:00,261,368,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 02:00,137,196,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 03:00,55,95,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 04:00,20,26,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 05:00,14,17,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 06:00,14,16,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 07:00,23,50,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 08:00,178,484,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 09:00,704,930,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 10:00,1237,1396,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 11:00,1579,1687,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 12:00,1752,1928,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 13:00,2041,2230,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 14:00,2360,2489,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 15:00,2417,2569,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 16:00,2335,2574,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 17:00,2178,2380,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 18:00,1811,1965,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 19:00,1779,1852,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 20:00,1727,1924,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 21:00,1674,1828,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 22:00,1370,1581,1hour,UCSB > UCSB Library
UCSB Library,12/01/2021 23:00,1018,1209,1hour,UCSB > UCSB Library
UCSB Library,12/02/2021 00:00,663,881,1hour,UCSB > UCSB Library
UCSB Library,12/02/2021 01:00,352,514,1hour,UCSB > UCSB Library
UCSB Library,12/02/2021 02:00,182,229,1hour,UCSB > UCSB Library
UCSB Library,12/02/2021 03:00,72,131,1hour,UCSB > UCSB Library
UCSB Library,12/02/2021 04:00,27,35,1hour,UCSB > UCSB Library
