Customer,"UCSB"
Date Range,05/01/2022 - 05/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,05/14/2022 06:00,78,81,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 07:00,79,81,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 08:00,85,89,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 09:00,100,116,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 10:00,186,259,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 11:00,343,403,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 12:00,585,637,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 13:00,756,908,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 14:00,939,1013,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 15:00,1026,1068,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 16:00,1018,1080,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 17:00,960,1015,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 18:00,803,903,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 19:00,699,777,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 20:00,650,720,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 21:00,607,659,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 22:00,569,593,1hour,UCSB > UCSB Library
UCSB Library,05/14/2022 23:00,433,543,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 00:00,292,379,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 01:00,172,188,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 02:00,125,158,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 03:00,89,95,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 04:00,79,84,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 05:00,78,82,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 06:00,81,89,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 07:00,78,81,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 08:00,86,94,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 09:00,144,184,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 10:00,256,362,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 11:00,469,573,1hour,UCSB > UCSB Library
UCSB Library,05/15/2022 12:00,721,855,1hour,UCSB > UCSB Library
