Customer,"UCSB"
Date Range,03/01/2022 - 03/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,03/02/2022 12:00,1448,1598,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 13:00,1749,1977,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 14:00,1981,2156,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 15:00,2147,2287,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 16:00,2028,2151,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 17:00,1595,1848,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 18:00,1354,1549,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 19:00,1156,1290,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 20:00,1223,1264,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 21:00,1214,1291,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 22:00,1049,1163,1hour,UCSB > UCSB Library
UCSB Library,03/02/2022 23:00,662,892,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 00:00,320,486,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 01:00,178,257,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 02:00,86,151,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 03:00,43,69,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 04:00,32,38,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 05:00,30,35,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 06:00,31,36,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 07:00,42,79,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 08:00,139,236,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 09:00,483,723,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 10:00,935,1134,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 11:00,1150,1209,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 12:00,1302,1490,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 13:00,1702,1832,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 14:00,1836,1976,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 15:00,2131,2216,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 16:00,2158,2246,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 17:00,1810,2039,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 18:00,1145,1553,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 19:00,788,851,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 20:00,866,941,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 21:00,922,967,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 22:00,730,888,1hour,UCSB > UCSB Library
UCSB Library,03/03/2022 23:00,472,607,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 00:00,233,318,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 01:00,142,204,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 02:00,92,144,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 03:00,55,76,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 04:00,43,49,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 05:00,35,38,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 06:00,31,34,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 07:00,33,44,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 08:00,109,253,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 09:00,377,541,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 10:00,741,915,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 11:00,995,1093,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 12:00,1113,1238,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 13:00,1318,1422,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 14:00,1472,1549,1hour,UCSB > UCSB Library
UCSB Library,03/04/2022 15:00,1521,1619,1hour,UCSB > UCSB Library
